lakad	lumalakad	IND;AGFOC;IPFV
kain	magkakain	Intensive;AGFOC;NFIN
laba	malabhan	ABLTV;PFOC;NFIN
lagay	papaglagayin	CAUS;A2F;NFIN
harap	haharap	IND;AGFOC;PROSP
pakiusap	kakikiusap	IND;AGFOC;RECPFV
patuloy	magpatuloy	IND;AGFOC;NFIN
balita'	kababalita'	IND;AGFOC;RECPFV
tago'	itago'	IND;PFOC;NFIN
talon	tumalon	IND;AGFOC;PFV
lipad	makapagpalipad	ABLTV;CAUS;AGFOC;NFIN
sulat	isinusulat	IND;PFOC;IPFV
hawak	magpahawak	CAUS;A1F;NFIN
halo'	haluin	IND;DIR;NFIN
kain	kakanin	IND;PFOC;PROSP
damdam	mararamdaman	IND;PFOC;PROSP
ligpit	ligpitin	IND;PFOC;NFIN
tawid	tumawid	IND;PFOC;NFIN
asa	paasahin	CAUS;A2F;NFIN
palit	pinalitan	IND;PFOC;PFV
tulong	makatulong	ABLTV;AGFOC;NFIN
ligpit	magliligpit	IND;AGFOC;PROSP
inom	magpainom	CAUS;A1F;NFIN
uwi'	umuwi'	IND;AGFOC;PFV
trabaho	nagtratrabaho	IND;AGFOC;IPFV
hinto'	ipahinto'	CAUS;PFOC;NFIN
sama'	makasama'	ABLTV;RFOC;NFIN
takbo	tumakbo	IND;AGFOC;PFV
pasok	nagpasok	IND;AGFOC;PFV
umpisa	maumpisahan	ABLTV;PFOC;NFIN
hagis	kahahagis	IND;AGFOC;RECPFV
alis	nagalis	IND;AGFOC;PFV
sakay	nagsasakay	IND;AGFOC;IPFV
trabaho	magtrabaho	IND;AGFOC;NFIN
kopya	ipakopya	CAUS;PFOC;NFIN
sukat	susukat	IND;AGFOC;PROSP
habol	habulin	IND;PFOC;NFIN
huli	huhulihin	IND;PFOC;PROSP
aksaya	magaaksaya	IND;AGFOC;PROSP
hiram	mahiram	ABLTV;PFOC;NFIN
bukas	ibukas	IND;PFOC;NFIN
liko'	ililiko'	IND;PFOC;PROSP
sara	sumara	IND;PFOC;PFV
hingi'	magpahingi'	CAUS;A1F;NFIN
kain	kainin	IND;PFOC;NFIN
luto'	linuluto'	IND;PFOC;IPFV
dilig	papagdiligin	CAUS;A2F;NFIN
ipon	maipon	ABLTV;PFOC;NFIN
tuloy	maituloy	ABLTV;PFOC;NFIN
bili	pabilhin	CAUS;A2F;NFIN
ibig	maibigan	ABLTV;DIR;NFIN
maneho	minamaneho	IND;PFOC;IPFV
patingin	papatignan	IND;PFOC;PROSP
tanggap	ipatanggap	CAUS;PFOC;NFIN
sugal	isugal	IND;IFOC;NFIN
maging	nagiging	IND;AGFOC;IPFV
alaga'	nagaalaga'	IND;AGFOC;IPFV
sauli'	magpasauli'	CAUS;A1F;NFIN
talon	patalunin	CAUS;A2F;NFIN
pagod	napapagod	IND;AGFOC;IPFV
sayaw	sinayaw	IND;PFOC;PFV
puno'	pinuno'	IND;PFOC;PFV
bati'	ipabati'	CAUS;DIR;NFIN
ligpit	pagligpitin	CAUS;A2F;NFIN
gupit	gumupit	IND;AGFOC;PFV
baba'	mababaan	ABLTV;DIR;NFIN
iwan	magiiwan	IND;AGFOC;PROSP
bilang	ipabilang	CAUS;PFOC;NFIN
aksaya	magaksaya	IND;AGFOC;NFIN
tago'	maitago'	ABLTV;PFOC;NFIN
bati'	bumati'	IND;AGFOC;NFIN
tigil	itinigil	IND;PFOC;PFV
patay	makapatay	ABLTV;A1F;NFIN
sauli'	kasasauli'	IND;AGFOC;RECPFV
laro	mapaglaruan	ABLTV;PFOC;NFIN
sulat	pasulatin	CAUS;A2F;NFIN
saya	magsaya	IND;AGFOC;NFIN
pinta	magpipinta	IND;AGFOC;PROSP
putol	pumutol	IND;AGFOC;PFV
bilang	pabilangan	CAUS;DIR;NFIN
laba	lalabahan	IND;PFOC;PROSP
hawak	makahawak	ABLTV;AGFOC;NFIN
buhat	bumubuhat	IND;AGFOC;IPFV
salubong	pasalubungin	CAUS;A2F;NFIN
gamot	ginagamot	IND;PFOC;IPFV
hatid	ihinatid	IND;PFOC;PFV
hinto'	huminto'	IND;AGFOC;NFIN
bili	bibilhin	IND;PFOC;PROSP
tugtog	katutugtog	IND;PFOC;RECPFV
tanim	itinanim	IND;PFOC;PFV
suot	nagsusuot	IND;AGFOC;IPFV
huli	mahuli	ABLTV;PFOC;NFIN
tawa	tumawa	IND;AGFOC;NFIN
tahi'	ipagpatahi'	CAUS;BFOC;NFIN
biro'	mabiro'	ABLTV;PFOC;NFIN
bigo'	mabigb'	IND;AGFOC;NFIN
tago'	magtatago'	IND;AGFOC;PROSP
galing	gumagaling	IND;AGFOC;IPFV
umpisa	naguumpisa	IND;AGFOC;IPFV
takbo	matakbuhan	ABLTV;DIR;NFIN
buhat	bubuhatin	IND;PFOC;PROSP
ibig	umibig	IND;AGFOC;PFV
pagbili	ipagbili	IND;PFOC;NFIN
nakaw	kananakaw	IND;AGFOC;RECPFV
handa'	paghandaan	IND;BFOC;NFIN
gulat	pagulatin	CAUS;A2F;NFIN
gasta	gumagasta	IND;AGFOC;IPFV
gising	gisingin	IND;PFOC;NFIN
ngiti	mangitian	ABLTV;DIR;NFIN
iwan	iiwan	IND;PFOC;PROSP
umpisa	maguumpisa	IND;AGFOC;PROSP
sali	papasalihan	CAUS;LFOC;NFIN
galit	makagalitan	ABLTV;DIR;NFIN
hiwa'	hinihiwa'	IND;PFOC;IPFV
puno'	ikapuno'	IND;RFOC;NFIN
pigil	makapagpigil	ABLTV;AGFOC;NFIN
gasta	gumasta	IND;AGFOC;NFIN
handa'	papaghandain	CAUS;A2F;NFIN
maging	maging	IND;AGFOC;NFIN
tugtog	tumugtog	IND;PFOC;NFIN
asa	umasa	IND;AGFOC;PFV
uwi'	papaguwiin	CAUS;A2F;NFIN
tuto	matututuhan	IND;PFOC;PROSP
balik	bumalik	IND;AGFOC;PFV
pasyal	pagpasyalin	CAUS;A2F;NFIN
pigil	mapigil	ABLTV;DIR;NFIN
punit	mapunit	IND;PFOC;NFIN
sayaw	sumasayaw	IND;AGFOC;IPFV
patay	patayin	IND;PFOC;NFIN
kopya	makopyahan	ABLTV;DIR;NFIN
hagis	maipanghagis	ABLTV;IFOC;NFIN
regalo	papagregaluhin	CAUS;A2F;NFIN
puno'	pagpunuin	CAUS;A2F;NFIN
labas	makapaglabas	ABLTV;AGFOC;NFIN
trabaho	trinabaho	IND;PFOC;NFIN
hinga	inihinga	IND;PFOC;PFV
higa	pahigaln	CAUS;A2F;NFIN
pasok	papasok	IND;AGFOC;PROSP
bihis	ibihis	IND;PFOC;NFIN
umpisa	inuumpisahan	IND;PFOC;IPFV
palit	magpalit	IND;AGFOC;NFIN
sagot	pasagutin	CAUS;A2F;NFIN
tulong	tumulong	IND;AGFOC;NFIN
sagot	isinasagot	IND;PFOC;IPFV
pangako	makapangako	ABLTV;AGFOC;NFIN
patingin	patitignan	IND;PFOC;PROSP
tayo'	katatayo'	IND;AGFOC;RECPFV
hagis	ihagis	IND;PFOC;NFIN
tawag	nakatatawag	IND;PFOC;IPFV
aksaya	mapagaksayahan	ABLTV;DIR;NFIN
sulat	susulatin	IND;PFOC;PROSP
halo'	maghahalo'	IND;AGFOC;PROSP
iwan	maiwan	ABLTV;PFOC;NFIN
alis	magalas	IND;AGFOC;NFIN
tahi'	tahiin	IND;PFOC;NFIN
laki	lakihan	IND;RFOC;NFIN
balita'	ibabalita'	IND;PFOC;PROSP
haba'	humahaba'	IND;AGFOC;IPFV
maneho	pagmanehuhin	CAUS;A2F;NFIN
dala	ipadala	CAUS;PFOC;NFIN
ingay	maingayan	IND;AGFOC;NFIN
tahi'	tahiin	IND;PFOC;NFIN
haba'	mahabaan	ABLTV;PFOC;NFIN
mali	magkamali'	IND;AGFOC;NFIN
sikap	nagsisikap	IND;AGFOC;IPFV
isip	makaisip	Accidental;AGFOC;NFIN
abot	abutan	IND;DIR;NFIN
turo'	papagturuin	CAUS;A2F;NFIN
luto'	ininuluto'	IND;PFOC;IPFV
galing	magpagaling	CAUS;A1F;NFIN
bura	makapagbura	ABLTV;AGFOC;NFIN
sali	pasalihin	CAUS;A2F;NFIN
sugal	maisugal	ABLTV;IFOC;NFIN
gising	ipagising	CAUS;PFOC;NFIN
akyat	paakyatan	CAUS;DIR;NFIN
iwan	iwanan	IND;DIR;NFIN
maneho	magmaneho	IND;AGFOC;NFIN
sakit	nagkakasakit	IND;AGFOC;IPFV
dala	papagdalahin	CAUS;A2F;NFIN
pagbili	nagbili	IND;AGFOC;PFV
abot	abutin	IND;PFOC;NFIN
sayaw	sasayawin	IND;PFOC;PROSP
sunog	magsunog	IND;AGFOC;NFIN
tahi'	tumahi'	IND;AGFOC;NFIN
lipat	ililipat	IND;PFOC;PROSP
patuloy	ipinapagpatuloy	IND;PFOC;PFV
dilig	nagdidilig	IND;AGFOC;IPFV
tikim	katitikim	IND;AGFOC;RECPFV
dating	darating	IND;AGFOC;PROSP
kuha	kakukuha	IND;AGFOC;RECPFV
bayad	ipapambayad	CAUS;BFOC;NFIN
sara	maisara	ABLTV;PFOC;NFIN
tigil	nagtigil	IND;AGFOC;PFV
tanggap	magpatanggap	CAUS;A1F;NFIN
inom	painumin	CAUS;A2F;NFIN
patingin	pinagtitignan	IND;PFOC;IPFV
tago'	papagtaguan	CAUS;DIR;NFIN
lakas	magpalakas	CAUS;A1F;NFIN
buhay	kabubuhay	IND;AGFOC;RECPFV
tahi'	maipanahi'	ABLTV;Distributive;BFOC;NFIN
balik	balikan	IND;DIR;NFIN
sama	sumama	IND;AGFOC;PFV
sunod	sumunod	IND;AGFOC;PFV
tawa	makapagpatawa	ABLTV;CAUS;AGFOC;NFIN
ngiti	pangitian	CAUS;DIR;NFIN
higa	maghiga'	IND;AGFOC;NFIN
galing	nanggagaling	IND;AGFOC;IPFV
ligaw	naliligaw	IND;AGFOC;IPFV
sama	isama	IND;PFOC;NFIN
intindi	magintindi	IND;AGFOC;NFIN
sunog	maipasunog	ABLTV;CAUS;PFOC;NFIN
bura	ipabura	CAUS;PFOC;NFIN
sigaw	magsigawan	RECP;AGFOC;PL;NFIN
tayo'	makapagpatayo'	ABLTV;CAUS;AGFOC;NFIN
lakad	magpalakad	CAUS;A1F;NFIN
ipon	inipon	IND;PFOC;PFV
sama	sasama	IND;AGFOC;PROSP
patay	pinapatay	IND;PFOC;IPFV
baba'	bumaba'	IND;AGFOC;PFV
tago'	mapagtaguan	ABLTV;DIR;NFIN
mali	nagkamali'	IND;AGFOC;PFV
abot	inaabot	IND;PFOC;IPFV
ipon	ipaipon	CAUS;PFOC;NFIN
pansin	kapapansin	IND;AGFOC;RECPFV
linis	papaglinisin	CAUS;A2F;NFIN
pili'	pumili'	IND;AGFOC;PFV
balik	magbalik	IND;AGFOC;NFIN
gawa'	gumawa'	IND;AGFOC;PFV
hinto'	maghinto'	IND;AGFOC;NFIN
lipat	maglilipat	IND;AGFOC;PROSP
tikim	tikman	IND;PFOC;NFIN
pinta	nagpinta	IND;AGFOC;PFV
sakay	isinasakay	IND;PFOC;IPFV
alis	umalis	IND;AGFOC;PFV
luto'	iluto'	IND;PFOC;NFIN
sulat	isulat	IND;PFOC;NFIN
ganti	makaganti	ABLTV;AGFOC;NFIN
sugal	ipapangsugal	CAUS;IFOC;NFIN
ayos	ayusin	IND;PFOC;NFIN
tawid	magtatawid	IND;AGFOC;PROSP
galaw	ginalaw	IND;PFOC;PFV
kilos	makakilos	ABLTV;AGFOC;NFIN
laro	kalalaro'	IND;AGFOC;RECPFV
yakap	yayakap	IND;AGFOC;PROSP
mahal	magmahal	IND;AGFOC;NFIN
ngiti	ngumiti'	IND;AGFOC;PFV
upo'	maupo'	IND;AGFOC;NFIN
bayad	bayaran	IND;DIR;NFIN
gulo	ginugulo	IND;PFOC;IPFV
ligpit	nagligpit	IND;AGFOC;PFV
pasok	ipasok	IND;PFOC;NFIN
tawid	pagtawirin	CAUS;A2F;NFIN
sugal	pagsugalin	CAUS;A2F;NFIN
tawid	magtawld	IND;AGFOC;NFIN
handa'	makapagpahanda'	ABLTV;CAUS;AGFOC;NFIN
ganap	magpaganap	CAUS;A1F;NFIN
kasal	ikakasal	IND;PFOC;PROSP
saya	papagsayahin	CAUS;A2F;NFIN
sali	isali	IND;PFOC;NFIN
tawid	itinawid	IND;PFOC;PFV
dala	maipagdala	ABLTV;BFOC;NFIN
hinto'	ihinto'	IND;PFOC;NFIN
lakas	linakasan	IND;PFOC;PFV
paligo'	magpaligo'	IND;AGFOC;NFIN
bukas	pagbukasin	CAUS;A2F;NFIN
tulong	patulungin	CAUS;A2F;NFIN
umpisa	papagumpisahin	CAUS;A2F;NFIN
pasalubong	maipapasalubong	CAUS;A1F;NFIN
salita'	kasasalita'	IND;AGFOC;RECPFV
ganap	ganapin	IND;PFOC;NFIN
gupit	manggupit	Distributive;AGFOC;NFIN
puno'	magpuno'	IND;AGFOC;NFIN
hatid	papaghatirin	CAUS;A2F;NFIN
sugal	nagsugal	IND;AGFOC;PFV
ganap	gumaganap	IND;AGFOC;IPFV
takip	takpan	IND;PFOC;NFIN
uwi'	iuuwi'	IND;PFOC;PROSP
pilit	ipipilit	IND;PFOC;PROSP
hagis	maihagis	ABLTV;PFOC;NFIN
bawal	ibinawal	IND;PFOC;PFV
takot	matatakot	IND;AGFOC;PROSP
kuha	kinukuha	IND;PFOC;IPFV
linis	linisin	IND;PFOC;NFIN
haba'	humaba'	IND;AGFOC;NFIN
talon	matalon	ABLTV;LFOC;NFIN
tawag	magpatawag	CAUS;A1F;NFIN
gupit	gupitin	IND;PFOC;NFIN
galing	ikagaling	IND;RFOC;NFIN
lipat	inilipat	IND;PFOC;PFV
abot	nagaabot	IND;AGFOC;IPFV
galing	gumaling	IND;AGFOC;PFV
init	kaiinit	IND;AGFOC;RECPFV
pasyal	papagpasyalan	CAUS;DIR;NFIN
hanap	hanapin	IND;PFOC;NFIN
hinga	naghihinga	IND;AGFOC;IPFV
gawa'	pagawain	CAUS;A2F;NFIN
patay	magpatay	IND;AGFOC;NFIN
umpisa	nagumpisa	IND;AGFOC;PFV
paligo'	paliliguan	IND;PFOC;PROSP
layo'	inilayo'	IND;PFOC;PFV
salubong	magkasalubong	RECP;AGFOC;PL;NFIN
hiram	hinihiram	IND;PFOC;IPFV
tuto	natuto	IND;AGFOC;PFV
bawal	bawalan	IND;DIR;NFIN
takot	katakutan	IND;DIR;NFIN
lamig	makalamig	ABLTV;RFOC;NFIN
laban	kalabanin	IND;DIR;NFIN
luto'	makapagluto'	ABLTV;AGFOC;NFIN
sali	magsasali	IND;AGFOC;PROSP
dating	maratnan	Accidental;DIR;NFIN
tingin	tingnan	IND;DIR;NFIN
pansin	papansin	IND;AGFOC;PROSP
tapos	nagtatapos	IND;AGFOC;IPFV
lagay	paglagayin	CAUS;A2F;NFIN
laro	makipaglaro'	Associative;AGFOC;NFIN
tawid	itawld	IND;PFOC;NFIN
punas	punasan	IND;PFOC;NFIN
saya	magsaya	IND;AGFOC;NFIN
ganda	gumanda	IND;AGFOC;NFIN
basa	bumasa	IND;AGFOC;NFIN
ligaw	makapanligaw	ABLTV;Distributive;AGFOC;NFIN
kuha	kumuha	IND;AGFOC;NFIN
lipad	lumipad	IND;AGFOC;PFV
kain	kainin	IND;PFOC;NFIN
balita'	balitaan	IND;DIR;NFIN
sulat	kasusulat	IND;AGFOC;RECPFV
panalo	nananalo	IND;AGFOC;IPFV
ligo'	maliligo'	IND;AGFOC;PROSP
punta	pupuntahan	CAUS;A2F;NFIN
gawa'	gumawa'	IND;AGFOC;NFIN
pinta	papintahan	CAUS;DIR;NFIN
laban	mapalaban	Involuntary;AGFOC;NFIN
takip	nagtakip	IND;AGFOC;PFV
dilig	kadidilig	IND;AGFOC;RECPFV
pasok	ipapasok	IND;PFOC;PROSP
patay	papatay	IND;AGFOC;PROSP
lipat	palipatin	CAUS;A2F;NFIN
dala	makapagdala	ABLTV;AGFOC;NFIN
laba	nilalabhan	IND;PFOC;IPFV
tapos	tatapusin	IND;PFOC;PROSP
saya	makapagsaya	ABLTV;AGFOC;NFIN
pasalubong	ipinapasalubong	IND;PFOC;IPFV
limot	makalimutan	ABLTV;DIR;NFIN
galit	magalit	IND;AGFOC;NFIN
bili	bumili	IND;AGFOC;NFIN
laban	paglabanan	IND;RFOC;NFIN
limot	malimutan	ABLTV;DIR;NFIN
bayad	maipambayad	ABLTV;IFOC;NFIN
punit	papunitin	CAUS;A2F;NFIN
laro	paglaruin	CAUS;A2F;NFIN
suot	isusuot	IND;PFOC;PROSP
pangako	mangako	IND;AGFOC;NFIN
sagot	isagot	IND;PFOC;NFIN
alala	nagaalala	IND;AGFOC;IPFV
dasal	padasalan	CAUS;DIR;NFIN
alala	makaalala	ABLTV;AGFOC;NFIN
suot	magsusuot	IND;AGFOC;PROSP
laba	linalabhan	IND;PFOC;IPFV
akyat	akyatan	IND;DIR;NFIN
linis	kalilinis	IND;AGFOC;RECPFV
halik	pahalikan	CAUS;DIR;NFIN
suot	kasusuot	IND;AGFOC;RECPFV
hagis	maghagis	IND;AGFOC;NFIN
patuloy	papagpatuluyin	CAUS;A2F;NFIN
damdam	maramdaman	IND;PFOC;NFIN
alis	magalas	IND;AGFOC;NFIN
pansin	pinapansin	IND;PFOC;IPFV
liko'	liliko'	IND;AGFOC;PROSP
tayo'	papagtayuin	CAUS;A2F;NFIN
bayad	makapagbayad	ABLTV;AGFOC;NFIN
haba'	pahabain	CAUS;A2F;NFIN
gamit	gamitin	IND;PFOC;NFIN
plantsa	maplantsa	ABLTV;PFOC;NFIN
bili	pabilhan	CAUS;DIR;NFIN
mahal	nagmahal	IND;AGFOC;PFV
sira'	nasira'	IND;PFOC;PFV
gamit	ginagamit	IND;PFOC;IPFV
ligpit	magpaligpit	CAUS;A1F;NFIN
galing	gumaling	IND;AGFOC;NFIN
galit	magalit	IND;AGFOC;NFIN
basag	ipabasag	CAUS;PFOC;NFIN
buhat	buhatin	IND;PFOC;NFIN
tinda	itinitinda	IND;PFOC;IPFV
panood	manood	IND;AGFOC;NFIN
handa'	naghanda'	IND;AGFOC;PFV
patuloy	makapagpatuloy	ABLTV;AGFOC;NFIN
lagay	maglalagay	IND;AGFOC;PROSP
kita	maipakita	ABLTV;CAUS;PFOC;NFIN
liko'	kaliliko	IND;AGFOC;RECPFV
bili	maibili	ABLTV;BFOC;NFIN
upo'	mauupo'	IND;AGFOC;PROSP
tayo'	tumayo'	IND;AGFOC;PFV
kilos	magpakilos	CAUS;A1F;NFIN
sauli'	isasauli'	IND;PFOC;PROSP
ganap	paganapin	CAUS;A2F;NFIN
ganda	gumanda	IND;AGFOC;PFV
liko'	likuan	IND;DIR;NFIN
ipon	makapagipon	ABLTV;AGFOC;NFIN
bati'	mapagbati'	ABLTV;CAUS;PFOC;NFIN
lapit	palapitin	CAUS;A2F;NFIN
pakinig	nakikinig	IND;AGFOC;IPFV
limot	limutin	IND;DIR;NFIN
tigil	maitigil	ABLTV;PFOC;NFIN
dagdag	idinagdag	IND;PFOC;PFV
ligpit	maligpit	ABLTV;PFOC;NFIN
tayo'	itayo'	IND;PFOC;NFIN
sikap	sinisikap	IND;PFOC;IPFV
daan	daanan	IND;DIR;NFIN
kilos	kumikilos	IND;AGFOC;IPFV
balik	magbabalik	IND;AGFOC;PROSP
sabi	makapagsabi	ABLTV;AGFOC;NFIN
huli	ipahuli	CAUS;PFOC;NFIN
hatid	ihinahatid	IND;PFOC;IPFV
akyat	nagakyat	IND;AGFOC;PFV
ganap	ganapin	IND;DIR;NFIN
bihis	magbihis	IND;AGFOC;NFIN
hinga	ihinga	IND;PFOC;NFIN
sugal	magsugal	IND;AGFOC;NFIN
uwi'	umuwi'	IND;AGFOC;NFIN
handa'	inihanda'	IND;PFOC;PFV
tuto	matutuhan	IND;PFOC;NFIN
palaki	magpapalaki	IND;AGFOC;PROSP
ibig	paibigin	CAUS;A2F;NFIN
patuloy	ipagpatuloy	IND;PFOC;NFIN
ganap	ipaganap	CAUS;PFOC;NFIN
balik	maibalik	ABLTV;PFOC;NFIN
yakap	makayakap	ABLTV;AGFOC;NFIN
ganda	gandahan	IND;PFOC;NFIN
hagis	magpahagis	CAUS;A1F;NFIN
palit	palitan	IND;PFOC;NFIN
saya	nagsasaya	IND;AGFOC;IPFV
sakay	pasakayin	CAUS;PFOC;NFIN
punas	kapupunas	IND;AGFOC;RECPFV
sama	nagpasama	IND;AGFOC;IPFV
sakit	sumakit	IND;AGFOC;NFIN
tawid	nagtawid	IND;AGFOC;PFV
sukat	sumukat	IND;AGFOC;NFIN
bayad	pagbayarin	CAUS;A2F;NFIN
galit	nagalit	IND;AGFOC;PFV
labas	inilalabas	IND;PFOC;IPFV
hinto'	magpahinto'	CAUS;A1F;NFIN
hugas	maghugas	IND;AGFOC;NFIN
pangako	kapapangako	IND;AGFOC;RECPFV
dalaw	makadalaw	ABLTV;AGFOC;NFIN
hingi'	humingi'	IND;AGFOC;NFIN
gupit	gugupit	IND;AGFOC;PROSP
intindi	magintindi	IND;AGFOC;NFIN
tayo'	tatayo'	IND;AGFOC;PROSP
init	naginit	IND;AGFOC;PFV
higa	higaan	IND;DIR;NFIN
init	papaginitin	CAUS;A2F;NFIN
patay	mamatay	IND;PFOC;NFIN
panalo	pinapanalunan	IND;PFOC;IPFV
turo'	pagturuin	CAUS;A2F;NFIN
laban	papaglabanin	CAUS;DIR;NFIN
laba	lalabhan	IND;PFOC;PROSP
salita'	nagsasalita'	IND;AGFOC;IPFV
tawid	patawirin	CAUS;A2F;NFIN
akyat	pagakyatin	CAUS;A2F;NFIN
punit	makapunit	ABLTV;AGFOC;NFIN
patingin	magpatingin	IND;AGFOC;NFIN
sukat	masukatan	ABLTV;DIR;NFIN
upo'	maupo'	IND;AGFOC;NFIN
bukas	binubuksan	IND;PFOC;IPFV
ligaw	lumigaw	IND;AGFOC;NFIN
hagis	hagisan	IND;DIR;NFIN
habol	ipahabol	CAUS;PFOC;NFIN
buhay	makabuhay	ABLTV;AGFOC;NFIN
ingay	maingayan	IND;AGFOC;NFIN
bukas	bumukas	IND;PFOC;NFIN
tago'	itago'	IND;PFOC;NFIN
kanta	kumanta	IND;AGFOC;NFIN
lagay	maglagay	IND;AGFOC;NFIN
tigil	katitigil	IND;PFOC;RECPFV
balik	mabalikan	ABLTV;DIR;NFIN
ligaw	makaligaw	ABLTV;AGFOC;NFIN
laro	ipalaro'	CAUS;PFOC;NFIN
ayos	nagaayos	IND;AGFOC;IPFV
basag	basagin	IND;PFOC;NFIN
tigil	patigilan	CAUS;DIR;NFIN
intindi	ipaintindi	CAUS;PFOC;NFIN
sayaw	magpasayaw	CAUS;A1F;NFIN
alis	ipaalis	CAUS;PFOC;NFIN
isip	maisipan	Accidental;PFOC;NFIN
sali	sumali	IND;AGFOC;NFIN
aral	magaaral	IND;AGFOC;PROSP
uwi'	makauwi'	ABLTV;AGFOC;NFIN
lapit	makalapit	ABLTV;AGFOC;NFIN
bihis	nagbibihis	IND;AGFOC;IPFV
higa	nahihiga'	IND;AGFOC;IPFV
dilig	didiligin	IND;PFOC;PROSP
buhat	kabubuhat	IND;AGFOC;RECPFV
asa	umasa	IND;AGFOC;NFIN
galaw	makagalaw	ABLTV;AGFOC;NFIN
trabaho	matrabaho	ABLTV;PFOC;NFIN
bukas	papagbuksin	CAUS;A2F;NFIN
hinga	maghinga	IND;AGFOC;NFIN
sagot	sasagot	IND;AGFOC;PROSP
ganda	magandahan	IND;AGFOC;NFIN
hiya'	mapahiya'	Involuntary;AGFOC;NFIN
sigaw	kasisigaw	IND;AGFOC;RECPFV
sabi	magsabi	IND;AGFOC;NFIN
pinta	mapintahan	ABLTV;DIR;NFIN
laro	magpalaro'	CAUS;A1F;NFIN
balita'	magpabalita'	CAUS;A1F;NFIN
handa'	maghahanda'	IND;AGFOC;PROSP
labas	kalalabas	IND;AGFOC;RECPFV
layo'	malayfian	IND;AGFOC;NFIN
puno'	kapopuno'	IND;AGFOC;RECPFV
gutom	magutom	IND;AGFOC;NFIN
hiram	ihiram	IND;BFOC;NFIN
ipon	kaiipon	IND;AGFOC;RECPFV
dagdag	madagdagan	ABLTV;DIR;NFIN
kagat	kakakagat	IND;AGFOC;RECPFV
laba	maglaba	IND;AGFOC;NFIN
sali	salihan	IND;DIR;NFIN
abot	nagabot	IND;AGFOC;PFV
tawa	tumatawa	IND;AGFOC;IPFV
bati'	magbabati	IND;AGFOC;PROSP
hiwa'	mahiwaan	ABLTV;DIR;NFIN
laro	pinaglalaruan	IND;PFOC;IPFV
trabaho	tinatrabaho	IND;PFOC;IPFV
basag	mabasag	Accidental;PFOC;NFIN
dagdag	pagdagdagin	CAUS;A2F;NFIN
