lakad	lumalakad	IND;AGFOC;IPFV
tawid	magtawld	IND;AGFOC;NFIN
sama	ipasama	CAUS;PFOC;NFIN
panalo	manalo	IND;AGFOC;NFIN
hiya'	mahiya'	IND;AGFOC;NFIN
sara	sarhan	IND;DIR;NFIN
sukat	sinusukat	IND;PFOC;IPFV
hawak	pahawakan	CAUS;DIR;NFIN
inom	mainuman	ABLTV;LFOC;NFIN
tahi'	tumahi'	IND;AGFOC;NFIN
plantsa	makapamalantsa	ABLTV;Distributive;AGFOC;NFIN
aksaya	aksayahin	IND;PFOC;NFIN
kain	kinain	IND;PFOC;PFV
bawal	maibawal	ABLTV;PFOC;NFIN
hanap	hanapin	IND;PFOC;NFIN
inom	makainom	ABLTV;AGFOC;NFIN
handa'	ihahanda'	IND;PFOC;PROSP
galit	mapagalitan	ABLTV;DIR;NFIN
ligo'	maligo'	IND;AGFOC;NFIN
palit	pumalit	IND;AGFOC;PFV
alala	inaalala	IND;PFOC;IPFV
saya	nagsaya	IND;AGFOC;PFV
pasalubong	makapagpasalubong	ABLTV;AGFOC;NFIN
intindi	magpaintindi	CAUS;A1F;NFIN
regalo	makapagregalo	ABLTV;AGFOC;NFIN
pakinig	makikinig	IND;AGFOC;PROSP
uwi'	maguwi'	IND;AGFOC;NFIN
ingay	maiingayan	IND;AGFOC;PROSP
tanggap	tinanggap	IND;PFOC;PFV
away	pagawayin	CAUS;A2F;PL;NFIN
yakap	yumakap	IND;AGFOC;PFV
gamit	gagamitin	IND;PFOC;PROSP
gulat	magugulat	IND;AGFOC;PROSP
pasok	nagpapasok	IND;AGFOC;IPFV
bili	bumibili	IND;AGFOC;IPFV
pasalubong	ipasalubong	IND;PFOC;NFIN
bukas	kabubukas	IND;AGFOC;RECPFV
punit	punitan	IND;DIR;NFIN
sama	magsama	IND;AGFOC;NFIN
baba'	pagbabain	CAUS;A2F;NFIN
linis	naglilinis	IND;AGFOC;IPFV
sayaw	masayaw	ABLTV;PFOC;NFIN
sayaw	pasayawan	CAUS;DIR;NFIN
patuloy	ipapagpatuloy	IND;PFOC;NFIN
iyak	umiyak	IND;AGFOC;PFV
nakaw	nakawin	IND;PFOC;NFIN
gulo	nagulo	IND;AGFOC;PFV
upo'	mapaupo'	Involuntary;AGFOC;NFIN
tigil	matigilan	ABLTV;DIR;NFIN
akyat	magaakyat	IND;AGFOC;PROSP
galaw	gumagalaw	IND;AGFOC;IPFV
akyat	magakyat	IND;AGFOC;NFIN
hinga	kahihinga	IND;AGFOC;RECPFV
laro	linaro'	IND;PFOC;PFV
dilig	magdidilig	IND;AGFOC;PROSP
kanta	maipakanta	ABLTV;CAUS;PFOC;NFIN
alam	alamin	IND;PFOC;NFIN
hanap	pahanapin	CAUS;A2F;NFIN
hinto'	huminto'	IND;AGFOC;PFV
hawak	kahahawak	IND;AGFOC;RECPFV
kita	pakitaan	CAUS;DIR;NFIN
punta	pumunta	IND;AGFOC;NFIN
bihis	ipabihis	CAUS;PFOC;NFIN
sakit	sumakit	IND;AGFOC;PFV
hawak	hawakan	IND;DIR;NFIN
aksaya	makapagaksaya	ABLTV;AGFOC;NFIN
regalo	magregaluhan	RECP;AGFOC;PL;NFIN
dilig	pagdiligin	CAUS;A2F;NFIN
gamot	gamutin	IND;PFOC;NFIN
huli	humuli	IND;AGFOC;NFIN
ayos	ipagayos	IND;BFOC;NFIN
putol	puputol	IND;AGFOC;PROSP
tawid	nagtatawid	IND;AGFOC;IPFV
hinto'	kahihinto'	IND;PFOC;RECPFV
sayaw	sayawin	IND;PFOC;NFIN
bati'	bumabati'	IND;AGFOC;IPFV
gupit	kagugupit	IND;AGFOC;RECPFV
patay	nagpapatay	IND;AGFOC;IPFV
kuha	magpakuha	CAUS;AGFOC;NFIN
pakinig	magpapakinig	CAUS;A1F;NFIN
sara	mapagsarahan	ABLTV;DIR;NFIN
basa	bumasa	IND;AGFOC;NFIN
linis	luminis	IND;PFOC;PFV
halik	kahahalik	IND;AGFOC;RECPFV
panalo	panalunan	IND;PFOC;NFIN
layo'	ilinalayo'	IND;PFOC;IPFV
linis	makapaglinis	ABLTV;AGFOC;NFIN
ipon	ipunin	IND;PFOC;NFIN
hagis	maghagis	IND;AGFOC;NFIN
hugas	huhugasan	IND;PFOC;PROSP
asa	umaasa	IND;AGFOC;IPFV
ingay	naiingayan	IND;AGFOC;IPFV
hiram	manghiram	Distributive;AGFOC;NFIN
palit	pumalit	IND;AGFOC;NFIN
abot	makaabot	ABLTV;AGFOC;NFIN
hinto'	makahinto'	ABLTV;AGFOC;NFIN
kuha	ipakuha	CAUS;PFOC;NFIN
dagdag	idagdag	IND;PFOC;NFIN
tikim	patikimin	CAUS;A2F;NFIN
aral	pinagaaralan	IND;PFOC;IPFV
kanta	kakanta	IND;AGFOC;PROSP
turo'	ituro'	IND;PFOC;NFIN
sauli'	magsauli'	IND;AGFOC;NFIN
kuha	kunan	IND;DIR;NFIN
higa	inihiga'	IND;PFOC;PFV
dasal	dasalin	IND;PFOC;NFIN
alala	aalalahanin	IND;PFOC;PROSP
ganti	maiganti	ABLTV;BFOC;NFIN
tanim	nagtanim	IND;AGFOC;PFV
linis	maipanglinis	ABLTV;IFOC;NFIN
labas	maglabas	IND;AGFOC;NFIN
alam	kaaalam	IND;PFOC;RECPFV
kasal	ikasal	IND;PFOC;NFIN
gupit	paggupitin	CAUS;A2F;NFIN
alis	papagalisan	CAUS;A2F;NFIN
galaw	gagalaw	IND;AGFOC;PROSP
kagat	kagatin	IND;PFOC;NFIN
hatid	maipaghatid	ABLTV;BFOC;NFIN
gamot	magpagamot	CAUS;A1F;NFIN
gamot	naggamot	IND;AGFOC;PFV
lakad	palakarin	CAUS;A2F;NFIN
halo'	papaghaluin	CAUS;A2F;NFIN
umpisa	paumpisahan	CAUS;PFOC;NFIN
kagat	makagat	ABLTV;PFOC;NFIN
linis	ipalinis	IND;RFOC;NFIN
sigaw	makasigaw	ABLTV;AGFOC;NFIN
paalam	magpaalam	IND;AGFOC;NFIN
kanta	magkantahan	RECP;AGFOC;PL;NFIN
tanong	magpatanong	CAUS;A1F;NFIN
damdam	nakararamdam	IND;AGFOC;IPFV
sakay	papasakyan	CAUS;LFOC;NFIN
paligo'	magpapaligo'	CAUS;A1F;NFIN
bukas	magpabukas	CAUS;A1F;NFIN
sukat	magsukat	IND;AGFOC;NFIN
kanta	pakantahan	CAUS;DIR;NFIN
sira'	siraan	IND;DIR;NFIN
pasok	pagpasukin	CAUS;A2F;NFIN
pakiusap	makiusap	IND;AGFOC;NFIN
labas	ilalabas	IND;PFOC;PROSP
bawal	magpabawal	CAUS;A1F;NFIN
kasal	kakakasal	IND;PFOC;RECPFV
alala	alalahanin	IND;PFOC;NFIN
tanggap	tatanggapin	IND;PFOC;PROSP
higa	ihiga'	IND;PFOC;NFIN
sama	magkasama	IND;AGFOC;PL;NFIN
mali	nagkakamali'	IND;AGFOC;IPFV
dating	dumating	IND;AGFOC;NFIN
trabaho	pagtrabahuhin	CAUS;A2F;NFIN
takip	magtakip	IND;AGFOC;NFIN
dala	dalhan	IND;PFOC;NFIN
sikap	magsumikap	Intensive;AGFOC;NFIN
handa'	mapagpahanda'	ABLTV;CAUS;A2F;NFIN
ligo'	makaligo'	ABLTV;AGFOC;NFIN
salita'	nagsalita'	IND;AGFOC;PFV
gising	kagigising	IND;AGFOC;RECPFV
alis	magaalis	IND;AGFOC;PROSP
gamot	ipagamot	CAUS;PFOC;NFIN
palaki	pinapalaki	IND;PFOC;IPFV
sulat	sinulat	IND;PFOC;PFV
aral	ipaaral	CAUS;PFOC;NFIN
bili	maipambili	ABLTV;IFOC;NFIN
maneho	magpamaneho	CAUS;A1F;NFIN
harap	harapin	IND;DIR;NFIN
laba	labahan	IND;PFOC;NFIN
ipon	iniipon	IND;PFOC;IPFV
laban	lalaban	IND;AGFOC;PROSP
abot	makapagabot	ABLTV;AGFOC;NFIN
punas	papunasan	CAUS;PFOC;NFIN
pinta	ipinta	IND;PFOC;NFIN
suot	sumuot	IND;AGFOC;PFV
hingi'	humingi'	IND;AGFOC;PFV
sama	sumasama	IND;AGFOC;IPFV
maneho	ipamaneho	CAUS;PFOC;NFIN
layo'	mailayo'	ABLTV;PFOC;NFIN
tugtog	tumugtog	IND;AGFOC;PFV
habol	humabol	IND;AGFOC;PFV
plantsa	makapagplantsa	ABLTV;AGFOC;NFIN
pagbili	magbili	IND;AGFOC;NFIN
dilig	didiligan	IND;PFOC;PROSP
linis	ipanglinis	IND;IFOC;NFIN
gupit	pagupitin	CAUS;A2F;NFIN
suot	isuot	IND;PFOC;NFIN
abot	magaabot	IND;AGFOC;PROSP
inom	inurnin	IND;PFOC;NFIN
panalo	mapanalunan	ABLTV;PFOC;NFIN
abot	aabutin	IND;PFOC;PROSP
luto'	nagluluto'	IND;AGFOC;IPFV
init	magiinit	IND;AGFOC;PROSP
regalo	ireregalo	IND;PFOC;PROSP
galit	kagalitan	IND;DIR;NFIN
biro'	magbiro'	Intensive;AGFOC;NFIN
tinda	magpatinda	CAUS;A1F;NFIN
langoy	ipalangoy	CAUS;DIR;NFIN
sali	isinali	IND;PFOC;PFV
hiram	hiraman	IND;DIR;NFIN
sulat	sulatin	IND;PFOC;NFIN
bili	bilhan	IND;DIR;NFIN
ipon	ipunin	IND;PFOC;NFIN
mahal	magmamahal	IND;AGFOC;PROSP
ligpit	mailigpit	ABLTV;PFOC;NFIN
bigo'	nabigo'	IND;AGFOC;PFV
laban	palabanin	CAUS;A2F;NFIN
handa'	maghanda'	IND;AGFOC;NFIN
ibig	ipaibig	CAUS;PFOC;NFIN
punas	pagpunasin	CAUS;A2F;NFIN
isip	makapagisip	ABLTV;AGFOC;NFIN
halik	humahalik	IND;AGFOC;IPFV
punit	mapunitan	ABLTV;DIR;NFIN
tuloy	ituloy	IND;PFOC;NFIN
hiram	pahiraman	CAUS;A2F;NFIN
bihis	mabihisan	ABLTV;DIR;NFIN
tawid	itinatawid	IND;PFOC;IPFV
labas	lumabas	IND;AGFOC;NFIN
alis	makapagalas	ABLTV;AGFOC;NFIN
labas	naglabas	IND;AGFOC;PFV
tapos	tinatapos	IND;PFOC;IPFV
galit	ikagalit	IND;RFOC;NFIN
gamot	ipanggamot	IND;IFOC;NFIN
punta	mapapunta	Involuntary;AGFOC;NFIN
sira'	sirain	IND;PFOC;NFIN
laro	makapaglaro'	ABLTV;AGFOC;NFIN
panalo	panalunan	IND;PFOC;NFIN
isip	iniisip	IND;PFOC;IPFV
turo'	ipaturo'	CAUS;PFOC;NFIN
tapos	ipatapos	CAUS;PFOC;NFIN
puno'	nagpuno'	IND;AGFOC;PFV
lakad	malakad	ABLTV;DIR;NFIN
tapos	magtapos	IND;AGFOC;NFIN
galit	pagalitin	CAUS;A2F;NFIN
pagbili	pagbilhan	IND;DIR;NFIN
liko'	makaliko'	ABLTV;AGFOC;NFIN
inom	inuman	IND;LFOC;NFIN
tingin	tignan	IND;DIR;NFIN
dinig	marinig	ABLTV;PFOC;NFIN
patingin	pinatingnan	IND;PFOC;PFV
hagis	mapahagis	Involuntary;AGFOC;NFIN
isip	maisip	ABLTV;PFOC;NFIN
puno'	mapuno'	ABLTV;PFOC;NFIN
uwi'	maguuwi'	IND;AGFOC;PROSP
kausap	makausap	ABLTV;DIR;NFIN
sulat	isulat	IND;PFOC;NFIN
laro	papaglaruan	CAUS;PFOC;NFIN
ipon	maiipon	IND;PFOC;PROSP
dilig	makapagdilig	ABLTV;AGFOC;NFIN
liko'	palikuin	CAUS;PFOC;NFIN
sara	kasasara	IND;PFOC;RECPFV
balik	kababalik	IND;PFOC;RECPFV
tanggap	tumanggap	IND;AGFOC;NFIN
init	initin	IND;PFOC;NFIN
puno'	makapuno'	ABLTV;AGFOC;NFIN
maneho	magmamaneho	IND;AGFOC;PROSP
pangako	mangangako	IND;AGFOC;PROSP
uwi'	magpauwi'	CAUS;A1F;NFIN
kita	ipakita	CAUS;PFOC;NFIN
trabaho	magtrabaho	IND;AGFOC;NFIN
gasta	ipagasta	CAUS;PFOC;NFIN
damdam	nakaramdam	IND;AGFOC;PFV
bilang	bilangan	IND;DIR;NFIN
bukas	kabubukas	IND;PFOC;RECPFV
tugtog	patugtugin	CAUS;A2F;NFIN
ingay	umingay	IND;AGFOC;NFIN
sali	makapagsali	ABLTV;AGFOC;NFIN
pagkaroon	magkakaroon	IND;AGFOC;PROSP
bayad	ipapambayad	CAUS;IFOC;NFIN
higa	humiga'	IND;AGFOC;NFIN
tuloy	makatuloy	ABLTV;AGFOC;NFIN
sali	pasalihin	CAUS;PFOC;NFIN
alam	ipaalam	CAUS;PFOC;NFIN
hiram	hiramin	IND;PFOC;NFIN
pilit	napilitan	IND;AGFOC;PFV
lakas	lalakasan	IND;PFOC;PROSP
ligaw	paligawan	CAUS;DIR;NFIN
pinta	pagpintahin	CAUS;A2F;NFIN
ibig	kaiibig	IND;AGFOC;RECPFV
sunog	nagsunog	IND;AGFOC;PFV
baba'	maibaba'	ABLTV;PFOC;NFIN
gamit	ginamit	IND;PFOC;PFV
ibig	iniibig	IND;PFOC;IPFV
palit	magpapalit	IND;AGFOC;PROSP
harap	humarap	IND;AGFOC;NFIN
hanap	humanap	IND;AGFOC;NFIN
biro'	makabiro'	ABLTV;AGFOC;NFIN
asa	kaaasa	IND;AGFOC;RECPFV
dala	dadalhan	IND;PFOC;PROSP
bigay	ibigay	IND;PFOC;NFIN
alaga'	magalaga'	IND;AGFOC;NFIN
hawak	humahawak	IND;AGFOC;IPFV
maneho	mamaneho	ABLTV;PFOC;NFIN
takip	mapagtakpan	ABLTV;DIR;NFIN
kuha	maikuha	ABLTV;BFOC;NFIN
bigay	papagbigayin	CAUS;A2F;NFIN
laba	naglaba	IND;AGFOC;PFV
lagay	mailagay	ABLTV;PFOC;NFIN
plantsa	plantsahin	IND;PFOC;NFIN
buhay	mabuhay	IND;AGFOC;NFIN
bawal	ibinabawal	IND;PFOC;IPFV
paligo'	magpapaligo'	IND;AGFOC;PROSP
regalo	magparegalo	CAUS;A1F;NFIN
ligpit	iligpit	IND;PFOC;NFIN
handa'	mapaghandaan	ABLTV;BFOC;NFIN
pasok	magpasok	IND;AGFOC;NFIN
hagis	papaghagisin	CAUS;A2F;NFIN
panalo	makapanalo	ABLTV;AGFOC;NFIN
tawa	makatawa	ABLTV;AGFOC;NFIN
gulo	guluhin	IND;PFOC;NFIN
bigay	nagbibigay	IND;AGFOC;IPFV
panalo	mananalo	IND;AGFOC;PROSP
dating	kadarating	IND;AGFOC;RECPFV
kasal	magpakasal	CAUS;A1F;NFIN
dalaw	dumalaw	IND;AGFOC;NFIN
nakaw	ipanakaw	CAUS;PFOC;NFIN
sunog	makapagsunog	ABLTV;AGFOC;NFIN
bura	nagbura	IND;AGFOC;PFV
suot	ipasuot	CAUS;PFOC;NFIN
mali	magkamali'	IND;AGFOC;NFIN
sikap	sikapin	IND;PFOC;NFIN
upo'	upuan	IND;DIR;NFIN
bura	mabura	ABLTV;PFOC;NFIN
halo'	ihinahalo'	IND;PFOC;IPFV
hingi'	ipahingi'	CAUS;PFOC;NFIN
sigaw	sumigaw	IND;AGFOC;NFIN
akyat	magpaakyat	CAUS;A1F;NFIN
bawal	ibawal	IND;PFOC;NFIN
takot	takutin	IND;PFOC;NFIN
harap	humarap	IND;AGFOC;PFV
bukas	magbukas	IND;AGFOC;NFIN
dalaw	dalawin	IND;DIR;NFIN
sira'	pasiraan	CAUS;PFOC;NFIN
tayo'	maitayo'	ABLTV;PFOC;NFIN
saya	sumaya	IND;AGFOC;NFIN
alis	alisin	IND;PFOC;NFIN
bukas	nagbubukas	IND;AGFOC;IPFV
ipon	maipon	IND;PFOC;NFIN
tikim	magpatikim	CAUS;A1F;NFIN
galing	manggaling	IND;AGFOC;NFIN
suot	suutan	IND;DIR;NFIN
pasalubong	papasalubungan	CAUS;DIR;NFIN
hingi'	hinihingi'	IND;PFOC;IPFV
tapos	matapos	ABLTV;PFOC;NFIN
pilit	ipilit	IND;PFOC;NFIN
kilala	kinilala	IND;PFOC;PFV
kanta	ipakanta	CAUS;PFOC;NFIN
tahi'	makapanahi'	ABLTV;Distributive;AGFOC;NFIN
hila	humila	IND;AGFOC;NFIN
alaga'	makapagalaga'	ABLTV;AGFOC;NFIN
hinga	hingahan	IND;DIR;NFIN
higa	humihiga'	IND;AGFOC;IPFV
inom	mainom	ABLTV;PFOC;NFIN
hugas	maghugas	IND;AGFOC;NFIN
galaw	kagagalaw	IND;AGFOC;RECPFV
asa	maasahan	ABLTV;DIR;NFIN
baba'	makapagbaba'	ABLTV;AGFOC;NFIN
trabaho	trinabaho	IND;PFOC;NFIN
kopya	kokopya	IND;AGFOC;PROSP
yakap	yumakap	IND;AGFOC;NFIN
kain	kanin	IND;PFOC;NFIN
higa	kahihiga'	IND;AGFOC;RECPFV
pili'	pipili'	IND;AGFOC;PROSP
halik	mahalikan	ABLTV;DIR;NFIN
patay	papatayin	IND;PFOC;PROSP
lakad	lakaran	IND;DIR;NFIN
sara	pasarahan	CAUS;DIR;NFIN
gutom	gutumin	IND;PFOC;NFIN
patuloy	ipinagpapatuloy	IND;PFOC;PFV
gamit	ginagamit	IND;AGFOC;IPFV
labas	makalabas	ABLTV;AGFOC;NFIN
salubong	sinasalubong	IND;AGFOC;IPFV
gasta	gagastahin	IND;PFOC;PROSP
labas	malabas	ABLTV;PFOC;NFIN
salita'	magsasalita'	IND;AGFOC;PROSP
sukat	susukatin	IND;PFOC;PROSP
balik	ibinabalik	IND;PFOC;IPFV
palaki	palakihin	IND;PFOC;NFIN
puno'	mapupuno'	IND;PFOC;PROSP
bigay	ipabigay	CAUS;PFOC;NFIN
takot	natatakot	IND;AGFOC;IPFV
sigaw	sumigaw	IND;AGFOC;PFV
sukat	isukat	IND;PFOC;NFIN
tanong	itatanong	IND;PFOC;PROSP
higa	inihihiga'	IND;PFOC;IPFV
pasok	pumapasok	IND;AGFOC;IPFV
punas	makapagpunas	ABLTV;AGFOC;NFIN
ingay	ikaingay	IND;RFOC;NFIN
lapit	lumapit	IND;AGFOC;PFV
hinto'	mapahinto'	Involuntary;AGFOC;NFIN
sagot	sumagot	IND;AGFOC;NFIN
init	uminit	IND;AGFOC;NFIN
lipad	makalipad	ABLTV;AGFOC;NFIN
patay	pagpatayin	CAUS;A2F;NFIN
linis	lilinis	IND;PFOC;PROSP
alis	nagaalis	IND;AGFOC;IPFV
palit	maipalit	ABLTV;PFOC;NFIN
pinta	pintahan	IND;DIR;NFIN
sara	masarahan	ABLTV;DIR;NFIN
sagot	makasagot	ABLTV;AGFOC;NFIN
huli	ihuli	IND;BFOC;NFIN
liko'	lumiko'	IND;AGFOC;NFIN
trabaho	trabahuhin	IND;PFOC;NFIN
lakas	palakasin	CAUS;A2F;NFIN
patay	mamamatay	IND;PFOC;PROSP
puno'	magpupuno'	IND;AGFOC;PROSP
gawa'	gagawin	IND;PFOC;PROSP
hiwa'	mahiwa'	ABLTV;PFOC;NFIN
lipat	lilipat	IND;AGFOC;PROSP
pakilala	nagpapakilala	IND;AGFOC;IPFV
halik	hahalik	IND;AGFOC;PROSP
hatid	makapaghatid	ABLTV;AGFOC;NFIN
punta	makapunta	ABLTV;AGFOC;NFIN
lipat	ilipat	IND;PFOC;NFIN
dasal	dasalan	IND;DIR;NFIN
pangako	ipinapangako	IND;PFOC;IPFV
kausap	kausapin	IND;DIR;NFIN
gupit	gugupitin	IND;PFOC;PROSP
tulog	makapagpatulog	ABLTV;CAUS;A1F;NFIN
luto'	mailuto'	ABLTV;PFOC;NFIN
tuto	matutunan	IND;PFOC;NFIN
patingin	pinatignan	IND;PFOC;PFV
limot	ipalimot	CAUS;PFOC;NFIN
laro	maglaro'	IND;AGFOC;NFIN
sali	kasasali	IND;AGFOC;RECPFV
hila	hilahin	IND;PFOC;NFIN
regalo	iregalo	IND;PFOC;NFIN
hiwa'	ihiwa'	IND;BFOC;NFIN
nakaw	manakaw	ABLTV;PFOC;NFIN
tanong	ipatanong	CAUS;PFOC;NFIN
laban	kalalaban	IND;AGFOC;RECPFV
ibig	umibig	IND;AGFOC;NFIN
lagay	paglagyan	IND;LFOC;NFIN
langoy	languyin	IND;DIR;NFIN
abot	umaabot	IND;AGFOC;IPFV
hagis	ipanghagis	IND;IFOC;NFIN
regalo	nagregalo	IND;AGFOC;PFV
tinda	ipatinda	CAUS;PFOC;NFIN
intindi	papagintindihin	CAUS;A2F;NFIN
tikim	tumikim	IND;AGFOC;NFIN
salita'	makapagsalita'	ABLTV;AGFOC;NFIN
labas	paglabasin	CAUS;A2F;NFIN
plantsa	pinaplantsa	IND;PFOC;IPFV
habol	humabol	IND;AGFOC;NFIN
gawa'	gawan	IND;DIR;NFIN
gamit	magamit	ABLTV;PFOC;NFIN
labas	mapalabas	ABLTV;CAUS;A2F;NFIN
bigo'	kabibigo'	IND;AGFOC;RECPFV
hanap	pahanapan	CAUS;DIR;NFIN
abot	magabot	IND;AGFOC;NFIN
hintay	hinihintay	IND;PFOC;IPFV
kopya	ipagpakopya	CAUS;BFOC;NFIN
unawa'	unawain	IND;DIR;NFIN
bihis	pagbihisin	CAUS;A2F;NFIN
galaw	ipagalaw	CAUS;PFOC;NFIN
dinig	paringgan	CAUS;DIR;NFIN
takip	tinakpan	IND;PFOC;PFV
ayos	nagayos	IND;AGFOC;PFV
bigay	ibinigay	IND;PFOC;PFV
patingin	nagpapatingin	IND;AGFOC;IPFV
pasalubong	ipapasalubong	CAUS;PFOC;NFIN
lakad	lakaran	IND;LFOC;NFIN
sira'	nasisira'	IND;PFOC;IPFV
tayo'	itayo'	IND;PFOC;NFIN
yakap	mayakap	Accidental;PFOC;NFIN
dagdag	nagdaragdag	IND;AGFOC;IPFV
hiwa'	humiwa'	IND;AGFOC;NFIN
tuloy	ipatuloy	CAUS;PFOC;NFIN
gising	makagising	ABLTV;AGFOC;NFIN
pinta	nagpipinta	IND;AGFOC;IPFV
isip	pagisipan	IND;PFOC;NFIN
kuha	kumuha	IND;AGFOC;PFV
gupit	maigupit	ABLTV;BFOC;NFIN
baba'	ibaba'	IND;PFOC;NFIN
ligaw	liligaw	IND;AGFOC;PROSP
ganti	gaganti	IND;AGFOC;PROSP
panood	makapanood	ABLTV;AGFOC;NFIN
pahinga	makapagpahinga	ABLTV;AGFOC;NFIN
punta	pumunta	IND;AGFOC;NFIN
dagdag	ipadagdag	CAUS;PFOC;NFIN
bigay	makapagbigay	ABLTV;AGFOC;NFIN
tago'	ipatago'	CAUS;PFOC;NFIN
sira'	sinisira'	IND;PFOC;IPFV
biro'	biruin	IND;DIR;NFIN
kuha	makunan	ABLTV;DIR;NFIN
higa	pahigaan	CAUS;DIR;NFIN
pasyal	makapagpasyal	ABLTV;AGFOC;NFIN
pakiusap	nakiusap	IND;AGFOC;PFV
usap	pagusapan	IND;RfF;NFIN
tinda	nagtinda	IND;AGFOC;PFV
inom	iinumin	IND;PFOC;PROSP
bawal	ipagpabawal	CAUS;PFOC;NFIN
sayaw	sayawin	IND;PFOC;NFIN
lipat	lumipat	IND;AGFOC;PFV
sulat	pasulatan	CAUS;DIR;NFIN
kuha	kukuha	IND;AGFOC;PROSP
sunod	masundan	ABLTV;DIR;NFIN
alaga'	alagaan	IND;PFOC;NFIN
palit	kapapalit	IND;AGFOC;RECPFV
hagis	inihahagis	IND;PFOC;IPFV
patay	magpatay	IND;AGFOC;NFIN
linis	nilinis	IND;PFOC;PFV
linis	naglinis	IND;AGFOC;PFV
nakaw	magpanakaw	CAUS;A1F;NFIN
alis	aalis	IND;AGFOC;PROSP
sama	pasamahin	CAUS;A2F;NFIN
hiram	maihiram	ABLTV;BFOC;NFIN
bawal	ibabawal	IND;PFOC;PROSP
tigil	ititigil	IND;PFOC;PROSP
kanta	kakantahan	IND;PFOC;PFV
akyat	aakyat	IND;AGFOC;PROSP
gupit	ginupit	IND;PFOC;PFV
upo'	paupuan	CAUS;DIR;NFIN
tahi'	tatahi'	IND;AGFOC;PROSP
kilala	makakilala	ABLTV;AGFOC;NFIN
sigaw	mapasigaw	Involuntary;AGFOC;NFIN
takot	matakot	IND;AGFOC;NFIN
trabaho	katratrabaho	IND;AGFOC;RECPFV
sigaw	pasigawin	CAUS;A2F;NFIN
baba'	ibinababa'	IND;PFOC;IPFV
alis	magpaalis	CAUS;A1F;NFIN
tuloy	ituloy	IND;PFOC;NFIN
uwi'	uwian	IND;DIR;NFIN
hagis	humagis	IND;AGFOC;PFV
sauli'	isauli'	IND;PFOC;NFIN
uwi'	kauuwi'	IND;AGFOC;RECPFV
sama	magsama	IND;AGFOC;NFIN
pahinga	nagpapahinga	IND;AGFOC;IPFV
yakap	mapayakap	Involuntary;AGFOC;NFIN
pili'	pumipili'	IND;AGFOC;IPFV
sakay	magpasakay	CAUS;A1F;NFIN
